seq,type,timestamp,loadId,originLatitude,originLongitude,destinationLatitude,destinationLongitude,equipmentType,price,mileage
1010,Load,2023-11-18T14:06:11,10980,40.27,-75.3,35.02,-80.96,Reefer,1400.0,580.0
1011,Load,2023-11-18T14:06:11,10337,40.6555,-73.9783,40.8923,-74.4774,Van,500.0,44.0
1012,Load,2023-11-18T14:06:12,10114,41.0748,-85.1441,41.5277,-85.0759,Van,400.0,39.0
1013,Load,2023-11-18T14:06:12,10075,38.8975,-77.0328,39.7345,-104.935,Van,2650.0,1665.0
1015,Load,2023-11-18T14:06:57,10292,42.912,-77.7456,37.2533,-81.2713,Reefer,1400.0,562.0
1016,Load,2023-11-18T14:07:12,10890,39.4058,-76.6287,40.659,-73.8327,Flatbed,1100.0,214.0
1019,Load,2023-11-18T14:09:21,10461,40.6081,-79.7412,41.4944,-81.6856,Flatbed,600.0,142.0
1022,Load,2023-11-18T14:09:37,10270,40.214,-74.7599,40.7833,-73.9667,Flatbed,650.0,70.0
1028,Load,2023-11-18T14:12:49,10079,39.5608,-76.0706,41.902,-71.0934,Reefer,1200.0,343.0
1032,Load,2023-11-18T14:14:00,10164,40.0323,-74.9574,34.0745,-84.3002,Van,1100.0,788.0
1035,Load,2023-11-18T14:14:47,10716,39.9502,-77.6639,39.3505,-112.5764,Flatbed,4450.0,2346.0
1036,Load,2023-11-18T14:14:50,40013,32.7833,-96.8004,38.8467,-91.948,Van,887.0,573.0
1037,Load,2023-11-18T14:14:53,10790,43.7144,-86.1245,39.1231,-93.1969,Reefer,1400.0,617.0
1043,Load,2023-11-18T14:16:11,10742,40.6364,-82.968,39.5427,-77.1069,Van,1200.0,439.0
1046,Load,2023-11-18T14:16:54,10055,40.624,-75.3799,26.3181,-80.092,Reefer,2600.0,1217.0
1047,Load,2023-11-18T14:16:54,10195,40.5395,-76.9608,41.6261,-71.4545,Flatbed,1050.0,350.0
1048,Load,2023-11-18T14:16:54,10516,38.0676,-78.701,38.7754,-76.0756,Flatbed,450.0,205.0
1049,Load,2023-11-18T14:16:54,10494,46.0902,-88.0776,41.8744,-87.6514,Flatbed,775.0,324.0
1050,Load,2023-11-18T14:16:54,10450,36.996,-85.9118,40.58,-75.39,Van,1650.0,758.0
1051,Load,2023-11-18T14:16:54,10209,41.0006,-73.6649,39.9873,-90.7635,Van,1500.0,1029.0
1052,Load,2023-11-18T14:16:55,10354,40.2789,-84.6375,38.5899,-121.5167,Reefer,3200.0,2296.0
1053,Load,2023-11-18T14:16:55,11059,42.65,-78.0833,39.7554,-76.0147,Van,1000.0,303.0
1054,Load,2023-11-18T14:16:55,10937,38.8163,-76.7512,40.9537,-75.9804,Van,625.0,200.0
1055,Load,2023-11-18T14:16:55,10237,40.6229,-79.1554,39.1037,-94.5999,Flatbed,2052.0,907.0
1056,Load,2023-11-18T14:16:55,10409,42.1954,-70.9609,33.7958,-84.662,Van,1400.0,1085.0
1057,Load,2023-11-18T14:17:05,10309,40.3753,-85.2094,37.2747,-76.7067,Van,1600.0,656.0
1058,Load,2023-11-18T14:17:12,10341,39.47,-86.06,42.65,-83.75,Flatbed,650.0,312.0
1060,Load,2023-11-18T14:17:30,10646,40.722,-81.5226,40.3468,-74.4425,Reefer,1400.0,462.0
1065,Load,2023-11-18T14:18:21,10094,39.0519,-82.6385,47.3044,-122.2455,Reefer,4000.0,2363.0
1067,Load,2023-11-18T14:18:53,10001,39.017,-84.5987,36.1997,-86.5194,Reefer,800.0,281.0
1069,Load,2023-11-18T14:19:30,10028,40.1862,-80.1384,37.6443,-84.7756,Van,900.0,417.0
1071,Load,2023-11-18T14:20:29,10743,42.5363,-83.4818,40.7476,-84.114,Van,400.0,154.0
1072,Load,2023-11-18T14:20:32,10372,42.1167,-80.0826,34.9711,-78.9463,Van,1600.0,637.0
1073,Load,2023-11-18T14:20:32,10036,40.7476,-84.114,39.0297,-83.9188,Van,450.0,151.0
1074,Load,2023-11-18T14:20:33,10190,41.3935,-81.4441,42.6739,-85.6447,Van,483.0,312.0
1077,Load,2023-11-18T14:21:28,10352,40.3315,-75.9291,34.7009,-118.1596,Reefer,3600.0,2652.0
1078,Load,2023-11-18T14:21:28,10243,40.5168,-74.3051,29.9561,-90.0773,Van,2000.0,1266.0
1079,Load,2023-11-18T14:21:33,10024,39.1851,-78.1664,33.5778,-101.8551,Reefer,2600.0,1571.0
1081,Load,2023-11-18T14:21:45,10363,42.8509,-72.5579,44.2914,-93.2699,Reefer,2100.0,1291.0
1085,Load,2023-11-18T14:22:30,10038,39.9242,-79.8356,43.0098,-78.638,Flatbed,800.0,285.0
1087,Load,2023-11-18T14:22:42,10398,40.4483,-80.6154,39.8068,-104.9336,Van,2500.0,1417.0
1091,Load,2023-11-18T14:23:53,11019,39.6274,-84.649,37.1989,-85.0092,Flatbed,800.0,196.0
1095,Load,2023-11-18T14:24:51,10606,41.9234,-85.5283,38.7383,-82.9959,Flatbed,900.0,329.0
1097,Load,2023-11-18T14:25:48,10323,39.9492,-80.7543,40.2015,-77.1889,Van,700.0,233.0
1101,Load,2023-11-18T14:26:59,10663,40.0712,-74.8649,41.3573,-88.4212,Reefer,1000.0,829.0
1102,Load,2023-11-18T14:26:59,10840,40.4405,-79.9961,39.1037,-94.5999,Flatbed,2052.0,848.0
1106,Load,2023-11-18T14:27:39,10186,40.4187,-80.5875,42.9651,-85.6723,Flatbed,1050.0,416.0
1107,Load,2023-11-18T14:27:39,10141,41.12,-85.35,46.75,-96.9,Flatbed,2600.0,798.0
1109,Load,2023-11-18T14:28:23,10160,39.9698,-81.5365,31.848,-102.367,Van,1400.0,1482.0
1111,Load,2023-11-18T14:29:11,10855,37.9373,-79.2328,39.7566,-84.191,Van,600.0,381.0
1116,Load,2023-11-18T14:30:00,10245,40.2142,-77.0091,41.6261,-71.4545,Van,1100.0,367.0
1119,Load,2023-11-18T14:30:26,10069,40.622,-74.2446,40.2842,-84.1555,Flatbed,975.0,612.0
1124,Load,2023-11-18T14:32:17,10520,41.627,-79.6737,27.5077,-99.5029,Van,2210.65,1667.0
1128,Load,2023-11-18T14:33:01,10714,46.1012,-67.96,34.7048,-85.2818,Flatbed,2350.0,1388.0
1130,Load,2023-11-18T14:33:33,40021,34.9064,-117.0208,39.0792,-108.5802,Reefer,3000.0,663.0
1131,Load,2023-11-18T14:33:33,10106,41.7214,-85.8175,40.1245,-87.63,Van,500.0,195.0
1132,Load,2023-11-18T14:33:37,10159,39.7476,-75.3105,40.7222,-73.4243,Van,400.0,150.0
1133,Load,2023-11-18T14:33:40,10898,43.1609,-85.7104,39.9265,-83.8183,Van,850.0,298.0
1137,Load,2023-11-18T14:34:28,10223,41.3045,-82.9765,32.9234,-96.6273,Van,2250.0,1086.0
1138,Load,2023-11-18T14:34:28,10324,41.052,-83.6438,39.7684,-86.1581,Van,621.84,200.0
1140,Load,2023-11-18T14:34:33,10303,42.8644,-73.7699,41.9573,-83.6597,Van,950.0,601.0
1145,Load,2023-11-18T14:35:44,11029,41.8007,-73.1212,35.7349,-84.3479,Van,1061.25,857.0
1152,Load,2023-11-18T14:37:26,10084,40.3376,-79.8089,42.9709,-82.4274,Van,750.0,378.0
1157,Load,2023-11-18T14:37:54,10172,41.729,-81.1768,39.9791,-86.1169,Flatbed,1641.0,352.0
1158,Load,2023-11-18T14:37:55,10138,40.5088,-78.3998,40.4745,-76.2913,Van,500.0,154.0
1159,Load,2023-11-18T14:37:57,11002,38.7552,-85.8073,41.673,-85.5804,Van,600.0,246.0
1160,Load,2023-11-18T14:37:57,10205,40.3397,-76.4235,40.768,-73.1089,Reefer,900.0,210.0
1162,Load,2023-11-18T14:38:20,10733,39.7042,-86.3994,42.2966,-85.4319,Van,595.0,254.0
1164,Load,2023-11-18T14:38:24,10334,38.2543,-85.7593,37.6811,-97.3314,Van,1400.0,700.0
1166,Load,2023-11-18T14:39:11,10699,40.5667,-75.6167,39.95,-76.7167,Reefer,500.0,86.0
1167,Load,2023-11-18T14:39:20,10979,42.903,-78.7559,43.0837,-76.324,Reefer,800.0,133.0
1169,Load,2023-11-18T14:40:04,10873,41.3949,-82.5552,42.4916,-96.3778,Van,1650.0,785.0
1170,Load,2023-11-18T14:40:05,10050,41.013,-81.6073,32.2614,-110.9771,Van,2950.0,1949.0
1171,Load,2023-11-18T14:40:10,10014,41.3132,-72.9297,38.5562,-75.5708,Flatbed,525.0,287.0
1172,Load,2023-11-18T14:40:36,10133,42.4795,-79.3339,39.0971,-84.5108,Van,850.0,392.0
1174,Load,2023-11-18T14:40:57,10103,41.4026,-75.6633,41.7108,-88.0687,Reefer,1300.0,880.0
1175,Load,2023-11-18T14:40:57,10545,42.4906,-83.1132,39.1753,-89.6543,Flatbed,1450.0,501.0
1176,Load,2023-11-18T14:40:57,10310,40.9782,-81.7756,34.2618,-85.1821,Van,1400.0,600.0
1177,Load,2023-11-18T14:40:59,10777,42.4721,-83.2828,32.3136,-90.1277,Reefer,2600.0,960.0
1184,Load,2023-11-18T14:43:14,10260,38.25,-85.72,40.9,-74.72,Reefer,2000.0,714.0
1188,Load,2023-11-18T14:44:01,10470,40.03,-76.32,41.92,-72.62,Van,850.0,286.0
1192,Load,2023-11-18T14:44:56,10897,43.0528,-74.3438,40.214,-74.7599,Van,691.0,241.0
1203,Load,2023-11-18T14:48:47,10228,41.9769,-72.5916,42.6952,-87.908,Van,1300.0,960.0
1204,Load,2023-11-18T14:48:47,10904,42.6739,-85.6447,43.7322,-83.4511,Van,382.0,199.0
1210,Load,2023-11-18T14:51:53,10987,39.19,-76.72,41.29,-81.48,Van,650.0,350.0
1236,Load,2023-11-18T15:02:33,10466,40.41,-80.58,40.83,-73.84,Van,1300.0,412.0
1246,Load,2023-11-18T15:07:03,11040,37.092,-84.606,38.9122,-78.1942,Van,1100.0,499.0
1252,Load,2023-11-18T15:09:16,10656,40.0393,-76.4308,33.4347,-112.2774,Reefer,3500.0,2336.0
1256,Load,2023-11-18T15:11:09,11006,40.549,-76.8119,33.4215,-96.5772,Van,2000.0,1406.0
1259,Load,2023-11-18T15:12:43,10002,39.5524,-76.0917,40.8931,-74.5818,Van,465.0,162.0
1263,Load,2023-11-18T15:13:40,10302,40.5679,-84.1963,37.8347,-97.3734,Van,1600.0,837.0
1264,Load,2023-11-18T15:13:41,10071,38.4207,-82.5845,41.5963,-87.3032,Flatbed,1016.0,426.0
1265,Load,2023-11-18T15:13:41,10977,37.2747,-76.7067,38.7754,-76.0756,Van,650.0,210.0
1266,Load,2023-11-18T15:13:43,11041,40.1615,-74.8653,43.0011,-84.5591,Van,825.0,670.0
1284,Load,2023-11-18T15:17:57,10642,40.2973,-74.73,34.9372,-79.7728,Van,900.0,543.0
1311,Load,2023-11-18T15:27:18,10703,38.2027,-84.2667,38.6419,-83.7444,Van,400.0,49.0
1317,Load,2023-11-18T15:28:24,40025,31.3467,-110.9332,29.7633,-95.3634,Reefer,1250.0,1114.0
1323,Load,2023-11-18T15:31:02,40024,28.5463,-81.3783,39.6474,-104.9945,Van,2579.0,1849.0
1329,Load,2023-11-18T15:32:51,10040,37.951,-78.2464,33.4535,-82.646,Flatbed,525.0,484.0
1331,Load,2023-11-18T15:33:02,10829,41.3454,-83.1179,40.2413,-76.1373,Van,1137.0,437.0
1333,Load,2023-11-18T15:33:14,10420,44.3353,-85.215,33.4412,-86.7925,Van,2700.0,819.0
1334,Load,2023-11-18T15:33:14,10239,40.17,-77.39,42.45,-83.19,Van,700.0,459.0
1335,Load,2023-11-18T15:33:14,10957,40.57,-75.62,42.47,-73.76,Reefer,1119.0,233.0
1336,Load,2023-11-18T15:33:16,10519,39.44,-84.36,33.64,-96.55,Flatbed,2000.0,938.0
1337,Load,2023-11-18T15:33:16,10659,42.1167,-72.75,41.65,-72.6333,Reefer,385.0,43.0
1338,Load,2023-11-18T15:33:59,10011,41.14,-85.44,43.08,-94.55,Flatbed,1600.0,572.0
1354,Load,2023-11-18T15:37:33,10547,41.1223,-80.3328,41.902,-71.0934,Reefer,2000.0,567.0
1355,Load,2023-11-18T15:37:33,10012,39.9479,-85.975,36.1768,-82.9968,Van,791.0,385.0
1361,Load,2023-11-18T15:39:36,10396,41.6604,-71.4559,42.9822,-78.7999,Van,653.3,452.0
1362,Load,2023-11-18T15:40:35,40004,48.1702,-116.756,30.0566,-95.9265,Flatbed,3094.0,2115.0
1366,Load,2023-11-18T15:41:53,10099,38.4749,-80.4088,35.7965,-81.4309,Flatbed,750.0,287.0
1373,Load,2023-11-18T15:44:01,10929,40.2332,-76.1372,40.0712,-74.8649,Reefer,513.86,81.0
1380,Load,2023-11-18T15:46:16,10058,39.9634,-83.0021,42.9672,-78.8733,Flatbed,750.0,333.0
1385,Load,2023-11-18T15:48:17,10259,36.7285,-76.5839,37.7993,-82.4213,Flatbed,1179.0,451.0
1392,Load,2023-11-18T15:50:34,10623,39.8957,-75.1191,41.5276,-74.2368,Van,800.0,160.0
1393,Load,2023-11-18T15:51:52,10157,40.24,-76.88,40.29,-78.44,Reefer,500.0,117.0
1400,Load,2023-11-18T15:54:33,10930,40.5311,-74.5628,40.1165,-74.8039,Van,300.0,43.0
1401,Load,2023-11-18T15:54:33,10073,40.0194,-82.8782,40.1052,-83.2689,Van,350.0,26.0
1407,Load,2023-11-18T15:57:06,10098,39.7684,-86.1581,44.0097,-92.4815,Van,924.0,529.0
1414,Load,2023-11-18T15:59:41,10526,37.3578,-77.442,36.1768,-82.9968,Van,600.0,369.0
1419,Load,2023-11-18T16:00:59,10484,39.8521,-82.8846,40.149,-79.5412,Van,725.0,198.0
1427,Load,2023-11-18T16:03:26,40015,32.3643,-88.7037,33.6733,-83.9559,Van,700.0,328.0
1434,Load,2023-11-18T16:05:19,10076,42.9317,-76.5661,40.6359,-78.2959,Van,850.0,246.0
1435,Load,2023-11-18T16:05:39,10061,40.4745,-76.2913,33.7531,-84.3883,Van,1037.0,747.0
1437,Load,2023-11-18T16:05:49,10057,36.6082,-79.2953,31.5756,-84.1555,Van,1000.0,504.0
1442,Load,2023-11-18T16:07:56,40001,40.5815,-105.077,43.6139,-116.2036,Reefer,950.0,738.0
1444,Load,2023-11-18T16:07:57,10033,41.5659,-83.4849,34.1973,-82.1656,Van,1790.0,683.0
1451,Load,2023-11-18T16:09:45,10728,42.0874,-71.4751,42.7899,-78.8245,Flatbed,1000.0,444.0
1455,Load,2023-11-18T16:10:54,11044,39.914,-79.6692,42.7673,-71.8123,Flatbed,1800.0,567.0
1459,Load,2023-11-18T16:11:33,10395,40.3667,-74.5,32.7833,-96.8,Van,2350.0,1516.0
1461,Load,2023-11-18T16:11:50,10169,41.5757,-87.2,36.7264,-91.8549,Flatbed,1575.0,516.0
1467,Load,2023-11-18T16:14:28,10222,39.3415,-84.3987,39.5179,-77.1093,Van,1600.0,454.0
1470,Load,2023-11-18T16:14:52,10961,39.5155,-81.0604,37.1281,-84.0835,Van,863.0,326.0
1477,Load,2023-11-18T16:16:16,10678,40.04,-86.89,44.0,-92.48,Reefer,900.0,507.0
1479,Load,2023-11-18T16:16:38,10183,40.1465,-84.2432,41.0382,-73.9445,Van,1647.0,616.0
1485,Load,2023-11-18T16:18:52,10544,41.0183,-76.8541,40.6638,-74.2108,Van,650.75,166.0
1492,Load,2023-11-18T16:22:39,10964,40.9018,-81.1143,35.699,-89.9815,Flatbed,1700.0,721.0
1494,Load,2023-11-18T16:22:53,10514,41.402,-74.3243,40.8574,-74.3491,Reefer,622.5,53.0
1500,Load,2023-11-18T16:25:21,10217,41.556,-83.6282,34.1973,-82.1656,Van,1700.0,664.0
1507,Load,2023-11-18T16:27:32,10127,42.1251,-72.7495,39.6621,-75.5663,Flatbed,610.0,263.0
1508,Load,2023-11-18T16:27:59,10031,42.982,-84.1177,46.2549,-119.9052,Van,2895.2,2136.0
1514,Load,2023-11-18T16:29:50,10013,42.5939,-86.1017,39.0228,-88.8541,Van,697.13,330.0
1531,Load,2023-11-18T16:36:07,10599,36.6779,-76.9229,38.7754,-76.0756,Flatbed,625.0,233.0
1541,Load,2023-11-18T16:40:33,10047,40.45,-85.35,39.0,-78.16,Van,1400.0,534.0
1547,Load,2023-11-18T16:42:36,10662,42.1043,-72.319,37.6586,-77.5044,Flatbed,600.0,491.0
1558,Load,2023-11-18T16:46:39,10298,41.7106,-74.5743,39.9502,-77.6639,Reefer,700.0,253.0
1572,Load,2023-11-18T16:49:08,10476,39.2645,-76.5021,41.902,-71.0934,Flatbed,1200.0,381.0
1574,Load,2023-11-18T16:49:11,10442,41.1704,-76.8769,38.7081,-77.8015,Flatbed,450.0,213.0
1595,Load,2023-11-18T16:55:39,10258,42.0895,-76.8084,36.0725,-79.7921,Reefer,1000.0,568.0
1598,Load,2023-11-18T16:56:47,10499,40.0631,-76.7183,40.4777,-74.6268,Van,600.0,152.0
1603,Load,2023-11-18T16:58:10,40016,39.73,-104.93,41.36,-74.27,Reefer,3800.0,1774.0
1607,Load,2023-11-18T16:59:11,10117,40.3989,-81.3481,30.6889,-88.0495,Flatbed,1425.0,938.0
1619,Load,2023-11-18T17:02:10,10365,41.52,-84.3,31.08,-97.36,Van,2000.0,1229.0
1627,Load,2023-11-18T17:04:10,10625,40.1833,-85.3833,38.25,-85.75,Van,500.0,178.0
1630,Load,2023-11-18T17:05:17,11050,42.585,-84.4483,41.5277,-85.0759,Van,400.0,101.0
1645,Load,2023-11-18T17:10:59,10210,38.6625,-86.4629,45.1437,-122.8555,Van,3500.0,2327.0
1660,Load,2023-11-18T17:15:19,10940,42.0481,-71.8857,41.2588,-95.9506,Van,500.0,1406.0
1692,Load,2023-11-18T17:26:05,10973,37.8457,-83.8586,37.6916,-85.8597,Van,600.0,130.0
1703,Load,2023-11-18T17:27:46,11056,42.3806,-76.8733,37.5483,-77.4459,Van,1100.0,410.0
1921,Load,2023-11-18T18:41:19,10806,40.7222,-73.4243,39.3699,-77.2733,Reefer,900.0,277.0
2186,Load,2023-11-18T20:23:28,10009,39.4274,-75.2342,40.0712,-74.8649,Van,332.5,53.0
2213,Load,2023-11-18T20:28:47,10497,40.112,-85.684,37.294,-80.0528,Reefer,1650.0,450.0
2216,Load,2023-11-18T20:31:02,10189,40.6638,-74.2108,41.0006,-73.6649,Van,435.75,50.0
2219,Load,2023-11-18T20:33:16,10467,43.3278,-78.1353,36.4993,-80.6073,Van,1300.0,621.0
2220,Load,2023-11-18T20:33:16,10022,36.99,-84.5995,30.3812,-89.7446,Van,1114.2,622.0
2489,Load,2023-11-18T22:52:09,10316,37.7574,-84.3054,40.4842,-88.9937,Van,891.0,385.0
